,index,Unnamed: 0,match,team,GK_passes_succeed,GK_total passes,GK_passes accuracy,GK_total shots,GK_on-target,GK_fouls committed,GK_fouls suffered,GK_distance,GK_distance in poss,GK_distance not in poss,GK_time on opposite half,GK_time on opposite third,GK_time on opposite pen,GK_sprints,GK_avg max speed,GK_low activity,GK_mid activity,GK_high activity,GK_saves,GK_yellow,GK_red,GK_tackles gaining ball,GK_tackles suffered losing ball,DF_passes_succeed,DF_total passes,DF_passes accuracy,DF_total shots,DF_on-target,DF_fouls committed,DF_fouls suffered,DF_distance,DF_distance in poss,DF_distance not in poss,DF_time on opposite half,DF_time on opposite third,DF_time on opposite pen,DF_sprints,DF_avg max speed,DF_low activity,DF_mid activity,DF_high activity,DF_saves,DF_yellow,DF_red,DF_tackles gaining ball,DF_tackles suffered losing ball,MF_passes_succeed,MF_total passes,MF_passes accuracy,MF_total shots,MF_on-target,MF_fouls committed,MF_fouls suffered,MF_distance,MF_distance in poss,MF_distance not in poss,MF_time on opposite half,MF_time on opposite third,MF_time on opposite pen,MF_sprints,MF_avg max speed,MF_low activity,MF_mid activity,MF_high activity,MF_saves,MF_yellow,MF_red,MF_tackles gaining ball,MF_tackles suffered losing ball,FW_passes_succeed,FW_total passes,FW_passes accuracy,FW_total shots,FW_on-target,FW_fouls committed,FW_fouls suffered,FW_distance,FW_distance in poss,FW_distance not in poss,FW_time on opposite half,FW_time on opposite third,FW_time on opposite pen,FW_sprints,FW_avg max speed,FW_low activity,FW_mid activity,FW_high activity,FW_saves,FW_yellow,FW_red,FW_tackles gaining ball,FW_tackles suffered losing ball,result
303,47,47,24,NGA,-10.0,-8.0,-21.0,0.0,0.0,0.0,-1.0,-2088.0,-208.0,-882.0,0.0,0.0,0.0,-1.0,-7.879999999999999,3.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,61.0,10.900000000000006,2.0,0.0,-1.0,1.0,7258.0,2033.0,-4437.0,-56.0,0.0,-1.8666666666666665,-35.0,-1.1850000000000023,2.4666666666666686,-2.43333333333333,-0.033333333333333215,0.0,1.0,0.0,-3.0,0.0,66.0,63.0,9.25,-2.0,0.0,-1.0,-2.0,20392.0,80.0,-7863.0,-57.0,-5.333333333333332,-0.666666666666667,-63.0,-1.6283333333333339,-0.0833333333333286,0.5,-0.41666666666666674,0.0,0.0,0.0,0.0,1.0,56.0,66.0,8.400000000000006,6.0,1.0,1.0,3.0,18089.0,5938.0,-156.0,84.0,-10.0,-5.533333333333334,56.0,1.3913333333333355,1.933333333333323,-3.0666666666666664,1.1333333333333333,0.0,0.0,0.0,0.0,2.0,1
304,48,48,25,BRA,-4.0,-23.0,46.0,0.0,0.0,0.0,-2.0,1663.0,1850.0,-738.0,0.0,0.0,0.0,2.0,6.729999999999999,-1.0,1.0,0.0,-7.0,0.0,0.0,0.0,0.0,237.0,240.0,13.916666666666671,2.0,1.0,-1.0,-2.0,-1304.0,8283.0,-17969.0,106.0,12.166666666666668,2.0,-23.0,-0.2558333333333316,4.833333333333329,-4.083333333333329,-0.75,0.0,-1.0,0.0,1.0,0.0,154.0,150.0,22.19999999999999,8.0,5.0,-2.0,2.0,26350.0,9861.0,-12923.0,222.0,30.2,7.3999999999999995,10.0,-1.1659999999999968,-1.0,0.3999999999999986,0.5999999999999996,0.0,1.0,0.0,0.0,-1.0,76.0,92.0,14.25,9.0,3.0,3.0,2.0,19223.0,10318.0,-2631.0,210.0,33.25,8.25,16.0,-2.3074999999999974,4.5,-4.25,-0.25,0.0,1.0,0.0,0.0,0.0,1
305,49,49,25,CRC,4.0,23.0,-46.0,0.0,0.0,0.0,2.0,-1663.0,-1850.0,738.0,0.0,0.0,0.0,-2.0,-6.729999999999999,1.0,-1.0,0.0,7.0,0.0,0.0,0.0,0.0,-237.0,-240.0,-13.916666666666671,-2.0,-1.0,1.0,2.0,1304.0,-8283.0,17969.0,-106.0,-12.166666666666668,-2.0,23.0,0.2558333333333316,-4.833333333333329,4.083333333333329,0.75,0.0,1.0,0.0,-1.0,0.0,-154.0,-150.0,-22.19999999999999,-8.0,-5.0,2.0,-2.0,-26350.0,-9861.0,12923.0,-222.0,-30.2,-7.3999999999999995,-10.0,1.1659999999999968,1.0,-0.3999999999999986,-0.5999999999999996,0.0,-1.0,0.0,0.0,1.0,-76.0,-92.0,-14.25,-9.0,-3.0,-3.0,-2.0,-19223.0,-10318.0,2631.0,-210.0,-33.25,-8.25,-16.0,2.3074999999999974,-4.5,4.25,0.25,0.0,-1.0,0.0,0.0,0.0,-1
306,50,50,26,SRB,-4.0,-7.0,4.0,0.0,0.0,0.0,0.0,207.0,-431.0,459.0,0.0,0.0,0.0,0.0,-5.690000000000001,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.0,-110.0,-5.25,-6.0,0.0,-1.0,-1.0,20281.0,-4916.0,5311.0,-22.0,-3.75,0.0,32.0,1.452499999999997,-0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.0,-123.0,-122.0,-8.133333333333326,-6.0,-2.0,5.0,-5.0,35078.0,-5436.0,9445.0,62.0,1.8666666666666671,-0.2999999999999998,6.0,0.5663333333333256,-4.900000000000006,5.166666666666657,-0.26666666666666705,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.25,4.0,0.0,1.0,1.0,-2468.0,-2844.0,1022.0,-184.0,-15.5,-14.25,-29.0,1.3550000000000004,5.75,-2.5,-3.25,0.0,0.0,0.0,0.0,0.0,-1
307,51,51,26,SUI,4.0,7.0,-4.0,0.0,0.0,0.0,0.0,-207.0,431.0,-459.0,0.0,0.0,0.0,0.0,5.690000000000001,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,110.0,5.25,6.0,0.0,1.0,1.0,-20281.0,4916.0,-5311.0,22.0,3.75,0.0,-32.0,-1.452499999999997,0.75,-0.25,-0.5,0.0,0.0,0.0,0.0,0.0,123.0,122.0,8.133333333333326,6.0,2.0,-5.0,5.0,-35078.0,5436.0,-9445.0,-62.0,-1.8666666666666671,0.2999999999999998,-6.0,-0.5663333333333256,4.900000000000006,-5.166666666666657,0.26666666666666705,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,-1.25,-4.0,0.0,-1.0,-1.0,2468.0,2844.0,-1022.0,184.0,15.5,14.25,29.0,-1.3550000000000004,-5.75,2.5,3.25,0.0,0.0,0.0,0.0,0.0,1
308,52,52,27,GER,16.0,2.0,47.0,0.0,0.0,0.0,-1.0,842.0,1664.0,-951.0,2.0,0.0,0.0,6.0,12.28,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,233.0,7.0,3.0,0.0,2.0,2.0,21519.0,14001.0,-12345.0,126.0,16.5,1.5,26.0,-1.0899999999999999,-5.75,5.0,0.75,0.0,0.0,0.0,0.0,0.0,191.0,197.0,10.400000000000006,6.0,1.0,1.0,1.0,24039.0,12802.0,-17730.0,236.0,27.26666666666666,8.033333333333333,-15.0,-1.2266666666666666,0.4333333333333371,-0.6333333333333329,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,40.0,54.0,0.0833333333333286,-1.0,-2.0,-4.0,0.0,3753.0,9213.0,-6694.0,65.0,37.0,17.08333333333333,48.0,3.9175000000000004,10.166666666666671,-10.0,-0.16666666666666696,0.0,0.0,0.0,0.0,0.0,1
309,53,53,27,SWE,-16.0,-2.0,-47.0,0.0,0.0,0.0,1.0,-842.0,-1664.0,951.0,-2.0,0.0,0.0,-6.0,-12.28,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-221.0,-233.0,-7.0,-3.0,0.0,-2.0,-2.0,-21519.0,-14001.0,12345.0,-126.0,-16.5,-1.5,-26.0,1.0899999999999999,5.75,-5.0,-0.75,0.0,0.0,0.0,0.0,0.0,-191.0,-197.0,-10.400000000000006,-6.0,-1.0,-1.0,-1.0,-24039.0,-12802.0,17730.0,-236.0,-27.26666666666666,-8.033333333333333,15.0,1.2266666666666666,-0.4333333333333371,0.6333333333333329,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,-40.0,-54.0,-0.0833333333333286,1.0,2.0,4.0,0.0,-3753.0,-9213.0,6694.0,-65.0,-37.0,-17.08333333333333,-48.0,-3.9175000000000004,-10.166666666666671,10.0,0.16666666666666696,0.0,0.0,0.0,0.0,0.0,-1
310,54,54,28,KOR,-7.0,-9.0,1.0,0.0,0.0,0.0,-1.0,856.0,270.0,506.0,0.0,0.0,0.0,0.0,-1.6600000000000001,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-145.0,-142.0,-11.600000000000009,-2.0,-1.0,7.0,1.0,5271.0,-5265.0,1757.0,-46.0,-3.8000000000000007,-1.9999999999999996,17.0,-0.6539999999999999,1.2000000000000028,-1.6000000000000014,0.40000000000000013,0.0,0.0,0.0,0.0,0.0,29.0,33.0,4.900000000000006,4.0,1.0,12.0,-3.0,9993.0,650.0,7845.0,-54.0,-5.866666666666667,1.2,21.0,0.9363333333333372,-3.9666666666666686,4.433333333333337,-0.4666666666666668,0.0,0.0,0.0,0.0,0.0,-25.0,-21.0,-22.16666666666667,2.0,1.0,-2.0,-11.0,-3734.0,-3391.0,1132.0,-81.0,-10.666666666666657,-2.833333333333334,13.0,2.7783333333333324,-4.833333333333329,3.833333333333332,1.0,0.0,0.0,0.0,0.0,0.0,-1
311,55,55,28,MEX,7.0,9.0,-1.0,0.0,0.0,0.0,1.0,-856.0,-270.0,-506.0,0.0,0.0,0.0,0.0,1.6600000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,142.0,11.600000000000009,2.0,1.0,-7.0,-1.0,-5271.0,5265.0,-1757.0,46.0,3.8000000000000007,1.9999999999999996,-17.0,0.6539999999999999,-1.2000000000000028,1.6000000000000014,-0.40000000000000013,0.0,0.0,0.0,0.0,0.0,-29.0,-33.0,-4.900000000000006,-4.0,-1.0,-12.0,3.0,-9993.0,-650.0,-7845.0,54.0,5.866666666666667,-1.2,-21.0,-0.9363333333333372,3.9666666666666686,-4.433333333333337,0.4666666666666668,0.0,0.0,0.0,0.0,0.0,25.0,21.0,22.16666666666667,-2.0,-1.0,2.0,11.0,3734.0,3391.0,-1132.0,81.0,10.666666666666657,2.833333333333334,-13.0,-2.7783333333333324,4.833333333333329,-3.833333333333332,-1.0,0.0,0.0,0.0,0.0,0.0,1
312,56,56,29,BEL,5.0,6.0,0.0,0.0,0.0,0.0,0.0,605.0,573.0,30.0,0.0,0.0,0.0,0.0,3.209999999999999,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,3.3333333333333286,3.0,0.0,1.0,0.0,2749.0,2298.0,-876.0,-27.0,2.916666666666667,0.9166666666666667,-28.0,-0.9125000000000014,-4.333333333333329,4.666666666666671,-0.33333333333333326,0.0,0.0,0.0,0.0,0.0,10.0,14.0,-3.7333333333333343,2.0,1.0,0.0,2.0,27600.0,4380.0,1702.0,96.0,3.5333333333333314,2.666666666666667,17.0,1.139333333333333,0.46666666666666146,-1.2000000000000028,0.7333333333333332,0.0,0.0,0.0,0.0,0.0,-18.0,-27.0,7.0,3.0,6.0,-2.0,0.0,815.0,-2141.0,-5043.0,28.0,7.25,4.25,-38.0,0.01249999999999929,6.0,-6.25,0.25,0.0,0.0,0.0,0.0,0.0,1
313,57,57,29,TUN,-5.0,-6.0,0.0,0.0,0.0,0.0,0.0,-605.0,-573.0,-30.0,0.0,0.0,0.0,0.0,-3.209999999999999,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-3.3333333333333286,-3.0,0.0,-1.0,0.0,-2749.0,-2298.0,876.0,27.0,-2.916666666666667,-0.9166666666666667,28.0,0.9125000000000014,4.333333333333329,-4.666666666666671,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,-10.0,-14.0,3.7333333333333343,-2.0,-1.0,0.0,-2.0,-27600.0,-4380.0,-1702.0,-96.0,-3.5333333333333314,-2.666666666666667,-17.0,-1.139333333333333,-0.46666666666666146,1.2000000000000028,-0.7333333333333332,0.0,0.0,0.0,0.0,0.0,18.0,27.0,-7.0,-3.0,-6.0,2.0,0.0,-815.0,2141.0,5043.0,-28.0,-7.25,-4.25,38.0,-0.01249999999999929,-6.0,6.25,-0.25,0.0,0.0,0.0,0.0,0.0,-1
314,58,58,30,ENG,15.0,11.0,41.0,0.0,0.0,0.0,0.0,1475.0,944.0,-94.0,0.0,0.0,0.0,0.0,1.8000000000000007,-2.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,203.0,205.0,1.771428571428558,0.0,0.0,0.0,-1.0,15866.0,9548.0,2062.0,213.0,14.685714285714285,0.6857142857142855,75.0,1.5268571428571427,-7.085714285714289,6.514285714285716,0.5714285714285714,0.0,-2.0,0.0,0.0,0.0,-44.0,-53.0,4.500000000000014,0.0,1.0,-3.0,-5.0,-15014.0,-3111.0,-8596.0,-60.0,13.666666666666663,4.666666666666667,-26.0,-1.100000000000005,-2.0,2.000000000000007,0.0,0.0,0.0,0.0,1.0,-1.0,31.0,32.0,1.6666666666666714,4.0,4.0,4.0,4.0,7226.0,4168.0,1508.0,129.0,23.333333333333336,6.0,20.0,1.615000000000002,3.1666666666666714,-3.6666666666666714,0.5,0.0,0.0,0.0,0.0,1.0,1
315,59,59,30,PAN,-15.0,-11.0,-41.0,0.0,0.0,0.0,0.0,-1475.0,-944.0,94.0,0.0,0.0,0.0,0.0,-1.8000000000000007,2.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,-203.0,-205.0,-1.771428571428558,0.0,0.0,0.0,1.0,-15866.0,-9548.0,-2062.0,-213.0,-14.685714285714285,-0.6857142857142855,-75.0,-1.5268571428571427,7.085714285714289,-6.514285714285716,-0.5714285714285714,0.0,2.0,0.0,0.0,0.0,44.0,53.0,-4.500000000000014,0.0,-1.0,3.0,5.0,15014.0,3111.0,8596.0,60.0,-13.666666666666663,-4.666666666666667,26.0,1.100000000000005,2.0,-2.000000000000007,0.0,0.0,0.0,0.0,-1.0,1.0,-31.0,-32.0,-1.6666666666666714,-4.0,-4.0,-4.0,-4.0,-7226.0,-4168.0,-1508.0,-129.0,-23.333333333333336,-6.0,-20.0,-1.615000000000002,-3.1666666666666714,3.6666666666666714,-0.5,0.0,0.0,0.0,0.0,-1.0,-1
316,60,60,31,COL,-3.0,-3.0,-4.0,0.0,0.0,0.0,1.0,-361.0,222.0,-271.0,-1.0,0.0,0.0,1.0,2.9899999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,-21.0,1.2000000000000028,2.0,1.0,1.0,1.0,-27360.0,4702.0,-2576.0,-38.0,-1.25,-1.1,43.0,1.0305,0.25,-0.6499999999999986,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,111.0,135.0,-2.057142857142864,6.0,1.0,-2.0,5.0,-21787.0,7510.0,-1736.0,-2.0,-7.485714285714286,-1.8571428571428572,0.0,-1.4665714285714273,-2.3428571428571416,2.5428571428571445,-0.20000000000000018,0.0,0.0,0.0,0.0,0.0,-13.0,-21.0,8.5,-4.0,-1.0,-4.0,-1.0,-8796.0,-2306.0,-5033.0,-91.0,-11.833333333333336,-2.5,-21.0,-4.051666666666666,-4.666666666666671,5.666666666666671,-1.0,0.0,0.0,0.0,0.0,0.0,1
317,61,61,31,POL,3.0,3.0,4.0,0.0,0.0,0.0,-1.0,361.0,-222.0,271.0,1.0,0.0,0.0,-1.0,-2.9899999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,-1.2000000000000028,-2.0,-1.0,-1.0,-1.0,27360.0,-4702.0,2576.0,38.0,1.25,1.1,-43.0,-1.0305,-0.25,0.6499999999999986,-0.3999999999999999,0.0,0.0,0.0,0.0,0.0,-111.0,-135.0,2.057142857142864,-6.0,-1.0,2.0,-5.0,21787.0,-7510.0,1736.0,2.0,7.485714285714286,1.8571428571428572,0.0,1.4665714285714273,2.3428571428571416,-2.5428571428571445,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,13.0,21.0,-8.5,4.0,1.0,4.0,1.0,8796.0,2306.0,5033.0,91.0,11.833333333333336,2.5,21.0,4.051666666666666,4.666666666666671,-5.666666666666671,1.0,0.0,0.0,0.0,0.0,0.0,-1
318,62,62,32,JPN,5.0,3.0,11.0,0.0,0.0,0.0,0.0,-978.0,-103.0,-518.0,-4.0,-2.0,0.0,0.0,-1.2899999999999991,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,79.0,10.833333333333329,-3.0,-2.0,-3.0,0.0,10783.0,5707.0,2628.0,-12.0,-5.0,-0.41666666666666674,33.0,1.2616666666666667,-1.5,1.8333333333333321,-0.33333333333333304,0.0,0.0,0.0,0.0,0.0,61.0,80.0,-11.857142857142861,1.0,2.0,1.0,11.0,9861.0,7333.0,592.0,76.0,1.0,-2.0476190476190474,54.0,1.1347619047619055,0.0714285714285694,-0.7857142857142847,0.7142857142857144,0.0,0.0,0.0,0.0,0.0,-36.0,-50.0,22.25,-5.0,-4.0,-4.0,-5.0,2973.0,-6082.0,-8064.0,-145.0,-3.25,-1.5,-76.0,-0.47499999999999787,-3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0
319,63,63,32,SEN,-5.0,-3.0,-11.0,0.0,0.0,0.0,0.0,978.0,103.0,518.0,4.0,2.0,0.0,0.0,1.2899999999999991,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,-79.0,-10.833333333333329,3.0,2.0,3.0,0.0,-10783.0,-5707.0,-2628.0,12.0,5.0,0.41666666666666674,-33.0,-1.2616666666666667,1.5,-1.8333333333333321,0.33333333333333304,0.0,0.0,0.0,0.0,0.0,-61.0,-80.0,11.857142857142861,-1.0,-2.0,-1.0,-11.0,-9861.0,-7333.0,-592.0,-76.0,-1.0,2.0476190476190474,-54.0,-1.1347619047619055,-0.0714285714285694,0.7857142857142847,-0.7142857142857144,0.0,0.0,0.0,0.0,0.0,36.0,50.0,-22.25,5.0,4.0,4.0,5.0,-2973.0,6082.0,8064.0,145.0,3.25,1.5,76.0,0.47499999999999787,3.75,-3.75,0.0,0.0,0.0,0.0,0.0,0.0,0
320,64,64,33,RUS,2.0,-3.0,16.0,0.0,0.0,0.0,0.0,-200.0,-159.0,199.0,0.0,0.0,0.0,2.0,6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,-22.0,-6.200000000000003,-3.0,-1.0,2.0,1.0,11461.0,2249.0,6741.0,59.0,-0.1999999999999993,-2.866666666666667,43.0,1.054000000000002,-5.599999999999994,4.800000000000001,0.8,0.0,0.0,0.0,0.0,0.0,-86.0,-90.0,-5.833333333333329,-5.0,-2.0,-6.0,-3.0,-25904.0,-5610.0,2146.0,4.0,3.0,0.5000000000000004,-11.0,-1.6033333333333317,-2.333333333333343,2.1666666666666643,0.16666666666666652,0.0,0.0,0.0,0.0,0.0,-21.0,-22.0,-12.5,-6.0,-3.0,5.0,2.0,-8360.0,-4440.0,-1226.0,-119.0,0.0,-0.75,-21.0,2.1075000000000017,0.5,1.0,-1.5,0.0,0.0,0.0,0.0,0.0,-1
321,65,65,33,URU,-2.0,3.0,-16.0,0.0,0.0,0.0,0.0,200.0,159.0,-199.0,0.0,0.0,0.0,-2.0,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,6.200000000000003,3.0,1.0,-2.0,-1.0,-11461.0,-2249.0,-6741.0,-59.0,0.1999999999999993,2.866666666666667,-43.0,-1.054000000000002,5.599999999999994,-4.800000000000001,-0.8,0.0,0.0,0.0,0.0,0.0,86.0,90.0,5.833333333333329,5.0,2.0,6.0,3.0,25904.0,5610.0,-2146.0,-4.0,-3.0,-0.5000000000000004,11.0,1.6033333333333317,2.333333333333343,-2.1666666666666643,-0.16666666666666652,0.0,0.0,0.0,0.0,0.0,21.0,22.0,12.5,6.0,3.0,-5.0,-2.0,8360.0,4440.0,1226.0,119.0,0.0,0.75,21.0,-2.1075000000000017,-0.5,-1.0,1.5,0.0,0.0,0.0,0.0,0.0,1
322,66,66,34,EGY,3.0,9.0,-21.0,0.0,0.0,0.0,0.0,979.0,-273.0,780.0,0.0,0.0,0.0,0.0,1.5799999999999983,-1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,-69.0,-75.0,-3.25,-3.0,0.0,4.0,-3.0,171.0,-6024.0,7485.0,-95.0,-12.0,-1.0,-39.0,-2.995000000000001,-1.0,1.5,-0.5,0.0,2.0,0.0,1.0,1.0,-264.0,-285.0,-9.75,-13.0,-5.0,3.0,-6.0,-43011.0,-14431.0,4400.0,-269.0,-26.166666666666657,-5.5,-45.0,2.620000000000001,-5.0,4.75,0.25,0.0,0.0,0.0,-1.0,-2.0,32.0,47.0,34.5,2.0,-1.0,2.0,2.0,16762.0,3133.0,10117.0,82.0,-30.0,-9.3,51.0,-1.1400000000000006,-9.799999999999997,9.0,0.7999999999999998,0.0,0.0,0.0,0.0,1.0,-1
323,67,67,34,KSA,-3.0,-9.0,21.0,0.0,0.0,0.0,0.0,-979.0,273.0,-780.0,0.0,0.0,0.0,0.0,-1.5799999999999983,1.0,-1.0,0.0,-5.0,0.0,0.0,0.0,0.0,69.0,75.0,3.25,3.0,0.0,-4.0,3.0,-171.0,6024.0,-7485.0,95.0,12.0,1.0,39.0,2.995000000000001,1.0,-1.5,0.5,0.0,-2.0,0.0,-1.0,-1.0,264.0,285.0,9.75,13.0,5.0,-3.0,6.0,43011.0,14431.0,-4400.0,269.0,26.166666666666657,5.5,45.0,-2.620000000000001,5.0,-4.75,-0.25,0.0,0.0,0.0,1.0,2.0,-32.0,-47.0,-34.5,-2.0,1.0,-2.0,-2.0,-16762.0,-3133.0,-10117.0,-82.0,30.0,9.3,-51.0,1.1400000000000006,9.799999999999997,-9.0,-0.7999999999999998,0.0,0.0,0.0,0.0,-1.0,1
324,68,68,35,IRN,-5.0,6.0,-38.0,0.0,0.0,0.0,-1.0,719.0,-452.0,183.0,0.0,0.0,0.0,0.0,5.290000000000001,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-156.0,-162.0,-8.849999999999994,-3.0,0.0,-2.0,-1.0,1434.0,-7531.0,7407.0,-16.0,-3.75,-1.45,-6.0,-0.6485000000000021,0.29999999999999716,-0.3999999999999986,0.10000000000000009,0.0,0.0,0.0,0.0,0.0,-198.0,-204.0,-11.0,0.0,1.0,4.0,0.0,-2367.0,-8213.0,6635.0,-136.0,-13.266666666666667,-0.9333333333333333,2.0,0.7620000000000005,-2.8666666666666742,2.533333333333335,0.33333333333333304,0.0,0.0,0.0,0.0,0.0,-34.0,-33.0,18.25,-3.0,-3.0,3.0,-3.0,15823.0,-4094.0,8171.0,64.0,-1.8500000000000014,-1.9500000000000002,86.0,-0.04099999999999682,-0.20000000000000284,0.3500000000000014,-0.1499999999999999,0.0,0.0,0.0,0.0,0.0,0
325,69,69,35,POR,5.0,-6.0,38.0,0.0,0.0,0.0,1.0,-719.0,452.0,-183.0,0.0,0.0,0.0,0.0,-5.290000000000001,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,162.0,8.849999999999994,3.0,0.0,2.0,1.0,-1434.0,7531.0,-7407.0,16.0,3.75,1.45,6.0,0.6485000000000021,-0.29999999999999716,0.3999999999999986,-0.10000000000000009,0.0,0.0,0.0,0.0,0.0,198.0,204.0,11.0,0.0,-1.0,-4.0,0.0,2367.0,8213.0,-6635.0,136.0,13.266666666666667,0.9333333333333333,-2.0,-0.7620000000000005,2.8666666666666742,-2.533333333333335,-0.33333333333333304,0.0,0.0,0.0,0.0,0.0,34.0,33.0,-18.25,3.0,3.0,-3.0,3.0,-15823.0,4094.0,-8171.0,-64.0,1.8500000000000014,1.9500000000000002,-86.0,0.04099999999999682,0.20000000000000284,-0.3500000000000014,0.1499999999999999,0.0,0.0,0.0,0.0,0.0,0
326,70,70,36,ESP,-4.0,-10.0,20.0,0.0,0.0,0.0,0.0,-1076.0,190.0,-1341.0,0.0,0.0,0.0,-2.0,-6.050000000000001,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,213.0,6.25,4.0,1.0,-3.0,3.0,28788.0,11204.0,-12205.0,143.0,17.75,4.25,22.0,1.4949999999999974,2.25,-2.5,0.25,0.0,0.0,0.0,0.0,0.0,234.0,253.0,4.433333333333323,5.0,2.0,-9.0,8.0,17089.0,9993.0,-20477.0,153.0,24.53333333333334,3.5999999999999996,-83.0,-2.642666666666667,3.200000000000003,-2.4666666666666615,-0.733333333333333,0.0,0.0,0.0,0.0,0.0,50.0,59.0,-2.5,1.0,-2.0,0.0,1.0,7606.0,8342.0,-2091.0,180.0,32.41666666666667,9.916666666666668,42.0,-0.5116666666666667,9.416666666666664,-9.083333333333336,-0.33333333333333304,0.0,0.0,0.0,0.0,0.0,0
327,71,71,36,MAR,4.0,10.0,-20.0,0.0,0.0,0.0,0.0,1076.0,-190.0,1341.0,0.0,0.0,0.0,2.0,6.050000000000001,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-207.0,-213.0,-6.25,-4.0,-1.0,3.0,-3.0,-28788.0,-11204.0,12205.0,-143.0,-17.75,-4.25,-22.0,-1.4949999999999974,-2.25,2.5,-0.25,0.0,0.0,0.0,0.0,0.0,-234.0,-253.0,-4.433333333333323,-5.0,-2.0,9.0,-8.0,-17089.0,-9993.0,20477.0,-153.0,-24.53333333333334,-3.5999999999999996,83.0,2.642666666666667,-3.200000000000003,2.4666666666666615,0.733333333333333,0.0,0.0,0.0,0.0,0.0,-50.0,-59.0,2.5,-1.0,2.0,0.0,-1.0,-7606.0,-8342.0,2091.0,-180.0,-32.41666666666667,-9.916666666666668,-42.0,0.5116666666666667,-9.416666666666664,9.083333333333336,0.33333333333333304,0.0,0.0,0.0,0.0,0.0,0
328,72,72,37,DEN,-10.0,2.0,-42.0,0.0,0.0,0.0,0.0,589.0,-404.0,770.0,0.0,0.0,0.0,-2.0,-5.969999999999999,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-169.0,-168.0,-10.200000000000003,0.0,0.0,-1.0,-2.0,19552.0,-6278.0,14116.0,-93.0,-8.8,-2.4,-37.0,-0.06400000000000006,0.0,1.2000000000000028,-1.2,0.0,1.0,0.0,1.0,0.0,-79.0,-80.0,-37.166666666666664,3.0,1.0,1.0,0.0,21174.0,-4430.0,5225.0,-21.0,-6.166666666666666,0.16666666666666674,6.0,-5.278333333333325,-6.5,5.5,1.0,0.0,0.0,0.0,0.0,-1.0,-99.0,-118.0,-2.8666666666666742,-9.0,-4.0,0.0,2.0,1286.0,-13102.0,5599.0,-186.0,-21.433333333333337,-2.5666666666666673,-37.0,-0.05066666666666464,-4.899999999999999,5.366666666666674,-0.46666666666666634,0.0,0.0,0.0,0.0,0.0,0
