,DF_avg max speed,DF_distance in poss,DF_on-target,DF_red,DF_tackles suffered losing ball,DF_total passes,DF_yellow,FW_distance,FW_distance not in poss,FW_fouls suffered,FW_low activity,FW_on-target,FW_sprints,FW_time on opposite half,FW_total passes,FW_total shots,GK_avg max speed,GK_distance in poss,GK_fouls suffered,GK_low activity,GK_passes_succeed,GK_saves,GK_time on opposite third,GK_total passes,GK_yellow,MF_fouls suffered,MF_on-target,MF_passes accuracy,MF_red,MF_tackles gaining ball,MF_tackles suffered losing ball,MF_time on opposite half,MF_time on opposite pen,MF_time on opposite third
270,-0.9624999999999986,2869.0,-1.0,0.0,0.0,10.0,-1.0,6822.0,169.0,-1.0,-5.533333333333331,-1.0,72.0,-38.0,58.0,-4.0,5.040000000000001,236.0,0.0,1.0,10.0,1.0,0.0,5.0,0.0,-7.0,2.0,-9.083333333333314,0.0,-1.0,0.0,38.0,-3.0,1.166666666666668
271,0.9624999999999986,-2869.0,1.0,0.0,0.0,-10.0,1.0,-6822.0,-169.0,1.0,5.533333333333331,1.0,-72.0,38.0,-58.0,4.0,-5.040000000000001,-236.0,0.0,-1.0,-10.0,-1.0,0.0,-5.0,0.0,7.0,-2.0,9.083333333333314,0.0,1.0,0.0,-38.0,3.0,-1.166666666666668
272,1.8699999999999972,2542.0,0.0,0.0,0.0,56.0,0.0,8452.0,2105.0,8.0,-1.0,3.0,32.0,95.0,47.0,7.0,-5.760000000000002,292.0,0.0,0.0,-1.0,0.0,0.0,-12.0,0.0,-1.0,-1.0,4.833333333333314,0.0,0.0,0.0,89.0,4.5,12.833333333333329
273,-1.8699999999999972,-2542.0,0.0,0.0,0.0,-56.0,0.0,-8452.0,-2105.0,-8.0,1.0,-3.0,-32.0,-95.0,-47.0,-7.0,5.760000000000002,-292.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,1.0,-4.833333333333314,0.0,0.0,0.0,-89.0,-4.5,-12.833333333333329
274,2.381999999999998,4253.0,1.0,0.0,0.0,4.0,0.0,6701.0,3185.0,1.0,0.5,-1.0,30.0,97.0,19.0,-1.0,6.590000000000002,-492.0,0.0,0.0,7.0,-1.0,0.0,15.0,0.0,-3.0,0.0,16.066666666666677,0.0,-1.0,1.0,-44.0,-0.8666666666666671,4.0
275,-2.381999999999998,-4253.0,-1.0,0.0,0.0,-4.0,0.0,-6701.0,-3185.0,-1.0,-0.5,1.0,-30.0,-97.0,-19.0,1.0,-6.590000000000002,492.0,0.0,0.0,-7.0,1.0,0.0,-15.0,0.0,3.0,0.0,-16.066666666666677,0.0,1.0,-1.0,44.0,0.8666666666666671,-4.0
276,3.569166666666668,2987.0,1.0,0.0,0.0,123.0,0.0,-10924.0,-7449.0,-4.0,-3.4166666666666714,1.0,-50.0,60.0,-21.0,2.0,4.140000000000001,467.0,0.0,-2.0,3.0,0.0,1.0,-10.0,0.0,3.0,3.0,-0.1666666666666572,0.0,0.0,0.0,301.0,6.333333333333333,25.833333333333336
277,-3.569166666666668,-2987.0,-1.0,0.0,0.0,-123.0,0.0,10924.0,7449.0,4.0,3.4166666666666714,-1.0,50.0,-60.0,21.0,-2.0,-4.140000000000001,-467.0,0.0,2.0,-3.0,0.0,-1.0,10.0,0.0,-3.0,-3.0,0.1666666666666572,0.0,0.0,0.0,-301.0,-6.333333333333333,-25.833333333333336
278,-2.942,-157.0,-2.0,0.0,0.0,-33.0,0.0,6661.0,3211.0,0.0,5.333333333333329,-2.0,57.0,-6.0,22.0,-3.0,1.4700000000000006,251.0,1.0,0.0,5.0,0.0,0.0,10.0,0.0,-6.0,0.0,1.2000000000000028,0.0,0.0,0.0,-1.0,1.666666666666667,7.766666666666669
279,2.942,157.0,2.0,0.0,0.0,33.0,0.0,-6661.0,-3211.0,0.0,-5.333333333333329,2.0,-57.0,6.0,-22.0,3.0,-1.4700000000000006,-251.0,-1.0,0.0,-5.0,0.0,0.0,-10.0,0.0,6.0,0.0,-1.2000000000000028,0.0,0.0,0.0,1.0,-1.666666666666667,-7.766666666666669
280,-1.1774999999999984,7595.0,-2.0,0.0,0.0,159.0,0.0,9467.0,343.0,8.0,5.583333333333329,5.0,32.0,11.0,43.0,11.0,-3.530000000000001,354.0,0.0,-1.0,10.0,-1.0,0.0,2.0,0.0,-5.0,1.0,-3.5333333333333314,0.0,0.0,0.0,144.0,2.733333333333333,16.6
281,1.1774999999999984,-7595.0,2.0,0.0,0.0,-159.0,0.0,-9467.0,-343.0,-8.0,-5.583333333333329,-5.0,-32.0,-11.0,-43.0,-11.0,3.530000000000001,-354.0,0.0,1.0,-10.0,1.0,0.0,-2.0,0.0,5.0,-1.0,3.5333333333333314,0.0,0.0,0.0,-144.0,-2.733333333333333,-16.6
282,-0.1240000000000023,12168.0,2.0,0.0,0.0,180.0,0.0,-8098.0,-7593.0,-2.0,2.0833333333333286,2.0,-59.0,92.0,-20.0,-1.0,9.305,1446.0,-1.0,-3.0,7.0,0.0,0.0,-7.0,0.0,5.0,2.0,-17.950000000000003,0.0,0.0,0.0,228.0,5.8,28.950000000000003
283,0.1240000000000023,-12168.0,-2.0,0.0,0.0,-180.0,0.0,8098.0,7593.0,2.0,-2.0833333333333286,-2.0,59.0,-92.0,20.0,1.0,-9.305,-1446.0,1.0,3.0,-7.0,0.0,0.0,7.0,0.0,-5.0,-2.0,17.950000000000003,0.0,0.0,0.0,-228.0,-5.8,-28.950000000000003
284,-0.4373333333333313,5551.0,0.0,0.0,0.0,164.0,0.0,3204.0,-8691.0,-3.0,3.3333333333333286,0.0,-77.0,-94.0,-57.0,0.0,-2.490000000000002,230.0,0.0,-1.0,23.0,0.0,0.0,9.0,0.0,5.0,2.0,7.600000000000008,0.0,0.0,0.0,69.0,-1.4,7.199999999999999
285,0.4373333333333313,-5551.0,0.0,0.0,0.0,-164.0,0.0,-3204.0,8691.0,3.0,-3.3333333333333286,0.0,77.0,94.0,57.0,0.0,2.490000000000002,-230.0,0.0,1.0,-23.0,0.0,0.0,-9.0,0.0,-5.0,-2.0,-7.600000000000008,0.0,0.0,0.0,-69.0,1.4,-7.199999999999999
286,1.0600000000000025,-4207.0,0.0,0.0,0.0,-85.0,0.0,10209.0,5851.0,3.0,1.3333333333333286,-1.0,31.0,16.0,31.0,-2.0,-2.16,-448.0,0.0,2.0,-1.0,0.0,0.0,1.0,0.0,-7.0,-2.0,-5.69047619047619,0.0,0.0,0.0,-213.0,-6.095238095238096,-16.642857142857142
287,-1.0600000000000025,4207.0,0.0,0.0,0.0,85.0,0.0,-10209.0,-5851.0,-3.0,-1.3333333333333286,1.0,-31.0,-16.0,-31.0,2.0,2.16,448.0,0.0,-2.0,1.0,0.0,0.0,-1.0,0.0,7.0,2.0,5.69047619047619,0.0,0.0,0.0,213.0,6.095238095238096,16.642857142857142
288,-0.8374999999999986,3304.0,-1.0,0.0,1.0,98.0,0.0,15792.0,5597.0,2.0,6.5,0.0,58.0,185.0,32.0,5.0,5.899999999999999,231.0,0.0,-3.0,1.0,1.0,0.0,4.0,0.0,-4.0,-1.0,2.857142857142861,0.0,1.0,-3.0,-160.0,-0.6071428571428572,-7.5
289,0.8374999999999986,-3304.0,1.0,0.0,-1.0,-98.0,0.0,-15792.0,-5597.0,-2.0,-6.5,0.0,-58.0,-185.0,-32.0,-5.0,-5.899999999999999,-231.0,0.0,3.0,-1.0,-1.0,0.0,-4.0,0.0,4.0,1.0,-2.857142857142861,0.0,-1.0,3.0,160.0,0.6071428571428572,7.5
